Word,ExcludedSenses,WordnetSenses,WordnetSubsenses,Notes,Examples,Syntax1,Syntax2,Syntax3,Semantics1,Semantics2,Semantics3,ThRole1,ThRole2,ThRole3
nominate,#,1 2 3 4,#,#,The team nominated Kim captain,NP,NP,NP,sentient,*,*,AGNT,RCPT,THME
nonplus,#,1,#,#, The question completely nonplussed Kim,NP,NP,#,*,sentient,#,Experienced,EXPR,
nose,2 4 5,1,#,senses 2 4 and 5 excluded as obscure,Kim nosed in her bag for a tissue,NP,PP,PP(for),animate,location,*,AGNT,LOC,THME
nose,2 4 5,3,#,#,The horse nosed the gate,NP,NP,PP,animate,physobj,location,AGNT,PTNT,PATH
nose,2 4 5,3,#,#,The horse nosed the gate,NP,NP,#,animate,physobj,#,AGNT,PTNT,
note,4,1,#,#,Kim noted to Mary that the door was locked,NP,NP,#,sentient,info,#,AGNT,said,
note,4,1,#,#,Kim noted to Mary that the door was locked,NP,Scomp,#,sentient,info,#,AGNT,Said,
note,4,1,#,#,Kim noted to Mary that the door was locked,NP,NP,PP(to),sentient,info,sentient,AGNT,Said,Addressee
note,4,1,#,#,Kim noted to Mary that the door was locked,NP,PP(to),Scomp,sentient,sentient,info,AGNT,Addressee,Said
note,4,2 3,#,"note, perceive and observe are exceptions to this class in that they allow Scomp(that) - separate class?",Kim noted the mistake,NP,NP,#,sentient,*,#,EXPR,Experienced,
notice,2,1 3 4,#,sense 2 excluded as obscure,Kim noticed the changes,NP,NP,#,animate,*,#,AGNT,PTNT,
notify,#,1,#,#,Kim notified Mary of her decision,NP,PP,#,sentient,*,#,AGNT,Said,
notify,#,1,#,#,Kim notified Mary of her decision,NP,NP,#,sentient,sentient,#,AGNT,Addressee,
notify,#,1,#,#,Kim notified Mary of her decision,NP,NP,Scomp,sentient,sentient,*,AGNT,Addressee,Said
notify,#,1,#,#,Kim notified Mary of her decision,NP,NP,PP(of),sentient,sentient,*,AGNT,Addressee,Said
nurse,#,1 2 3,#,#,Kim nursed the patient,NP,NP,#,sentient,sentient,#,AGNT,PTNT,
nut,#,1,#,#,Kim went nutting in the woods,NP,#,#,sentient,#,#,AGNT,#,
nut,#,1,#,#,Kim went nutting in the woods,NP,PP,#,sentient,location,#,AGNT,LOC,
obey,#,1,#,#,Kim obeyed the rules,NP,NP,#,sentient,*,#,EFNT,FORM,
object,#,1,#,#,Kim objected to Mary about the situation,NP,PP(to),#,sentient,sentient,#,AGNT,Addressee,
object,#,1,#,#,Kim objected to Mary about the situation,NP,PP(to),PP(about),sentient,sentient,*,AGNT,Addressee,Said
object,#,1,#,#,Kim objected to Mary about the situation,NP,PP(about),#,sentient,*,#,AGNT,Said,
object,#,1,#,#,Kim objected to Mary about the situation,NP,PP(to),Scomp,sentient,sentient,info,AGNT,Addressee,Said
object,#,1,#,#,Kim objected to Mary about the situation,NP,Scomp,#,sentient,info,#,AGNT,Said,
object,#,1,#,#,Kim objected to Mary about the situation,NP,#,#,sentient,#,#,AGNT,#,
obligate,#,1,#,#,Kim obligated Mary to come,NP,NP,VPinf,sentient,sentient,action,AGNT,PTNT,RSLT
oblige,3,1 2,#,sense 3 excluded as rare,Kim obliged Mary to come,NP,NP,VPinf,sentient,sentient,action,AGNT,PTNT,RSLT
obscure,#,1 2 3 4 5,#,#,A wall obscured the view,NP,NP,#,*,*,#,EFNT,PTNT,
observe,#,1 3,#,#,Kim observed a sudden change in Mary's mood,NP,NP,#,sentient,*,#,EXPR,Experienced,
observe,#,2,#,#,Kim observed to Mary that a storm was brewing,NP,NP,#,sentient,info,#,AGNT,said,
observe,#,2,#,#,Kim observed to Mary that a storm was brewing,NP,PP(to),Scomp,sentient,sentient,info,AGNT,Addressee,Said
observe,#,2,#,#,Kim observed to Mary that a storm was brewing,NP,Scomp,#,sentient,info,#,AGNT,Said,
observe,#,2,#,#,Kim observed to Mary that a storm was brewing,NP,NP,PP(to),sentient,info,sentient,AGNT,Said,Addressee
observe,#,4 7,#,#,Kim observed the area,NP,NP,PP(for),sentient,location,*,AGNT,LOC,THME
observe,#,4 7,#,#,Kim observed the area,NP,NP,#,sentient,location,#,AGNT,LOC,
observe,#,5 6,8 9,#,Kim observed the rules,NP,NP,#,sentient,*,#,EFNT,FORM,
obstruct,#,1 2,#,#,Kim's car obstructed the driveway,NP,NP,#,*,location,#,THME,LOC,
obstruct,#,1 2,#,#,Kim's car obstructed the driveway,NP,NP,#,animate,location,#,EFNT,LOC,
obstruct,#,1 2,#,#,Kim's car obstructed the driveway,NP,NP,PP(with),animate,location,*,EFNT,LOC,THME
obtain,3,1 2,#,sense 3 excluded as rare,Kim obtained a license from the authorities,NP,NP,#,*,*,#,EFNT,FORM,
obtain,3,1 2,#,sense 3 excluded as rare,Kim obtained a license from the authorities,NP,NP,PP(from),*,*,*,EFNT,FORM,SRCE
occupy,#,1 2,#,#,The family occupied 3 small rooms,NP,NP,#,animate,location,#,AGNT,LOC,
occupy,#,3,#,#,Kim occupied herself,NP,NPrefl,#,animate,animate,#,AGNT,THME,
occupy,#,4 7,#,#,Dreams of a vacation occupied Kim,NP,NP,#,*,sentient,#,Experienced,EXPR,
occupy,#,5,#,#,Kim's car occupied the best spot in the parking lot,NP,NP,#,animate,location,#,EFNT,LOC,
occupy,#,5,#,#,Kim's car occupied the best spot in the parking lot,NP,NP,#,*,location,#,THME,LOC,
occupy,#,5,#,#,Kim's car occupied the best spot in the parking lot,NP,NP,PP(with),animate,location,*,EFNT,LOC,THME
occupy,#,6,#,#,The army occupied the enemy stronghold,NP,NP,#,sentient,*,#,AGNT,PTNT,
occur,2 4,1 3,#,senses 2 and 4 excluded as obscure,An accident occured,NP,#,#,abstract,#,#,EFNT,#,
offend,#, 1 2 3,#,#, His insinuations offended Kim,NP,NP,#,*,sentient,#,Experienced,EXPR,
offer,#,1 2 5 6 7,#,#,Kim offered Mary a seat,NP,NP,NP,sentient,sentient,*,AGNT,RCPT,THME
offer,#,1 2 5 6 7,#,#,Kim offered Mary a seat,NP,NP,PP(to),sentient,*,sentient,AGNT,THME,RCPT
offer,#,1 2 5 6 7,#,#,Kim offered Mary a seat,NP,NP,#,sentient,*,#,AGNT,THME,
offer,#,3,#,#,Kim offered Mary as an example,NP,NP,PP(as),sentient,*,*,AGNT,THME,THME
offer,#,4,#,#,Kim offered to help,NP,VPinf,#,sentient,action,#,AGNT,RSLT,
oil,#,1 2,3,#,Kim oiled the axel,NP,NP,#,sentient,physobj,#,AGNT,PTNT,
omit,#,1 2,#,#,They omitted Kim's name from the list,NP,NP,PP(from),*,*,location,EFNT,THME,LOC
omit,#,1 2,#,#,They omitted Kim's name from the list,NP,NP,#,*,*,#,EFNT,THME,
open,5 6 8,1 4,#,senses 5 6  8 excluded as phrasal or obscure ,Kim opened the door/The door opened,NP,NP,#,*,physobj,#,EFNT,PTNT,
open,5 6 8,1 4,#,senses 5 6  8 excluded as phrasal or obscure ,Kim opened the door/The door opened,NP,#,#,physobj,#,#,PTNT,#,
open,5 6 8,2 3,#,#,Kim opened the discussion/The discussion opened,NP,#,#,*,#,#,PTNT,#,
open,5 6 8,2 3,#,#,Kim opened the discussion/The discussion opened,NP,NP,#,*,*,#,EFNT,PTNT,
open,5 6 8,7,#,#NAME?,Kim opened,NP,#,#,sentient,#,#,AGNT,#,
operate,#,1 2 3 6,#,senses 4 and 5 excluded as too limited,Kim operated the machine/The machine operated,NP,#,#,physobj,#,#,PTNT,#,
operate,#,1 2 3 6,#,senses 4 and 5 excluded as too limited,Kim operated the machine/The machine operated,NP,NP,#,*,physobj,#,EFNT,PTNT,
operate,#,7,#,#,The surgeon operated,NP,#,#,sentient,#,#,AGNT,#,
opine,#,1,#,#,Kim opined to Mary about the elections,NP,#,#,sentient,#,#,AGNT,#,
opine,#,1,#,#,Kim opined to Mary about the elections,NP,PP(to),Scomp,sentient,sentient,info,AGNT,Addressee,Said
opine,#,1,#,#,Kim opined to Mary about the elections,NP,PP(to),#,sentient,sentient,#,AGNT,Addressee,
opine,#,1,#,#,Kim opined to Mary about the elections,NP,Scomp,#,sentient,info,#,AGNT,Said,
opine,#,1,#,#,Kim opined to Mary about the elections,NP,PP(about),#,sentient,*,#,AGNT,Said,
opine,#,1,#,#,Kim opined to Mary about the elections,NP,PP(to),PP(about),sentient,sentient,*,AGNT,Addressee,Said
oppose,#,1 2 5,#,#,Kim opposed Mary's proposals,NP,Scomp(that),#,*,info,#,EFNT,PTNT,
oppose,#,1 2 5,#,#,Kim opposed Mary's proposals,NP,NP,#,*,info,#,EFNT,PTNT,
oppose,#,3 4 6,#,#,Kim opposed her attackers,NP,NP,PP,*,*,*,EFNT,PTNT,THME
oppose,#,3 4 6,#,#,Kim opposed her attackers,NP,NP,#,*,*,#,EFNT,PTNT,
ordain,#,1 3,#,#,The law ordained murder to be illegal/The law ordained that murder was illegal,NP,NP,VPinf,sentient,*,*,AGNT,RCPT,THME
ordain,#,1 3,#,#,The law ordained murder to be illegal/The law ordained that murder was illegal,NP,NP,NP,sentient,*,*,AGNT,RCPT,THME
ordain,#,1 3,#,#,The law ordained murder to be illegal/The law ordained that murder was illegal,NP,Scomp(that),#,*,*,#,EFNT,THME,
ordain,#,2,#,#,The church ordained him as bishop/The Church ordained him to be the new bishop,NP,NP,PP(as),sentient,*,*,AGNT,RCPT,THME
ordain,#,2,#,#,The church ordained him as bishop/The Church ordained him to be the new bishop,NP,NP,VPinf,sentient,*,*,AGNT,RCPT,THME
ordain,#,2,#,#,The church ordained him as bishop/The Church ordained him to be the new bishop,NP,NP,NP,sentient,*,*,AGNT,RCPT,THME
organise,#,1,#,#,Kim organised the file for Mary,NP,NP,PP,sentient,physobj,subst,AGNT,THME,MATR
organise,#,1,#,#,Kim organised the file for Mary,NP,NP,PP,sentient,physobj,location,AGNT,THME,LOC
organise,#,1,#,#,Kim organised the file for Mary,NP,NP,#,sentient,physobj,#,AGNT,THME,
organise,#,1,#,#,Kim organised the file for Mary,NP,NP,PP,sentient,physobj,sentient,AGNT,THME,RCPT
organize,#,1 2 3 4 5 6,#,"AAC: organize and organise treated differently in WN, also restrictions on this class too narrow for this member  DN review class as a whole",Kim organized the files for Mary,NP,NP,PP,sentient,physobj,subst,AGNT,THME,MATR
organize,#,1 2 3 4 5 6,#,"AAC: organize and organise treated differently in WN, also restrictions on this class too narrow for this member  DN review class as a whole",Kim organized the files for Mary,NP,NP,#,sentient,physobj,#,AGNT,THME,
organize,#,1 2 3 4 5 6,#,"AAC: organize and organise treated differently in WN, also restrictions on this class too narrow for this member  DN review class as a whole",Kim organized the files for Mary,NP,NP,PP,sentient,physobj,location,AGNT,THME,LOC
organize,#,1 2 3 4 5 6,#,"AAC: organize and organise treated differently in WN, also restrictions on this class too narrow for this member  DN review class as a whole",Kim organized the files for Mary,NP,NP,PP,sentient,physobj,sentient,AGNT,THME,RCPT
ornament,#,1,#,#,Kim ornamented the ring,NP,NP,#,sentient,physobj,#,AGNT,PTNT,
oscillate,#,1,#,#,The bridge oscillated,NP,#,#,*,#,#,EFNT,#,
overhear,#,1,#,#,Kim overheard Mary,NP,NP,#,sentient,*,#,EXPR,Experienced,
overlook,5,1,#,sense 5 excluded as obscure,Kim overlooked the book (when she first searched for it),NP,NP,#,animate,*,#,AGNT,PTNT,
overlook,5,2 4,#,#,Kim's apartment overlooks the valley,NP,NP,#,physobj,physobj,#,EFNT,PTNT,
overlook,5,2 4,#,#,Kim's apartment overlooks the valley,NP,PP,#,physobj,location,#,EFNT,LOC,
overlook,5,3,#,#,Kim overlooked her responsibilities,NP,NP,#,sentient,*,#,AGNT,THME,
overnight,#,NIWN1,#,#,Kim overnighted at Mary's,NP,PP,#,sentient,location,#,AGNT,LOC,
oversee,#,1,#,#,Kim oversaw the project,NP,NP,#,sentient,*,#,AGNT,PTNT,
oversee,#,1,#,#,Kim oversaw the project,NP,NP,Adv,sentient,*,#,AGNT,PTNT,
owe,#,1 2 3,#,#,Kim owes Mary money/Kim owes money to Mary,NP,NP,NP,sentient,sentient,*,AGNT,RCPT,THME
owe,#,1 2 3,#,#,Kim owes Mary money/Kim owes money to Mary,NP,NP,PP(to),sentient,*,sentient,AGNT,THME,RCPT
owe,#,1 2 3,#,#,Kim owes Mary money/Kim owes money to Mary,NP,NP,#,sentient,*,#,AGNT,THME,
own,#,1,#,#,Kim owns a horse,NP,NP,#,*,*,#,EFNT,Ascribed,
pace,3 4 5,1 2,#,#,Kim paced up and down,NP,#,#,animate,#,#,AGNT,#,
pack,3 4 6 7 10 11 12 13,1 2 5 8 9,#,excluded - 3 4 6 7 10 11 12 13 restricted or bizarre,Kim packed her clothes into a bag,NP,NP,#,animate,location,#,EFNT,LOC,
pack,3 4 6 7 10 11 12 13,1 2 5 8 9,#,excluded - 3 4 6 7 10 11 12 13 restricted or bizarre,Kim packed her clothes into a bag,NP,NP,PP,sentient,physobj,location,AGNT,THME,LOC
pack,3 4 6 7 10 11 12 13,1 2 5 8 9,#,excluded - 3 4 6 7 10 11 12 13 restricted or bizarre,Kim packed her clothes into a bag,NP,NP,PP(with),animate,location,*,EFNT,LOC,THME
pack,3 4 6 7 10 11 12 13,1 2 5 8 9,#,excluded - 3 4 6 7 10 11 12 13 restricted or bizarre,Kim packed her clothes into a bag,NP,NP,#,sentient,location,#,AGNT,LOC,
package,#,1,#,#,Kim packaged the gifts,NP,NP,#,sentient,physobj,#,AGNT,PTNT,
package,#,1,#,#,Kim packaged the gifts,NP,NP,PP(with),sentient,physobj,physobj,AGNT,THME,THME
pad,1,2,#,1 excluded throughout (unless AmEng),Kim padded into the room in her new slippers,NP,#,#,animate,#,#,AGNT,#,
pad,1,3 4,#,#,Kim padded her underwear with cotton wool,NP,NP,PP(with),animate,location,*,EFNT,LOC,THME
pad,1,3 4,#,#,Kim padded her underwear with cotton wool,NP,NP,#,animate,location,#,EFNT,LOC,
pad,1,3 4,#,#,Kim padded her underwear with cotton wool,NP,NP,#,*,location,#,THME,LOC,
page,#,1,#,#,Kim paged Mary,NP,NP,#,sentient,sentient,#,AGNT,Addressee,
page,#,2,#,#,Kim's nephew paged for Mary,NP,PP(for),#,sentient,sentient,#,AGNT,PTNT,
pain,#,1,#,#, The thought of his absence pained Kim,NP,NP,#,*,sentient,#,Experienced,EXPR,
pain,#,2,#,#, Kim's knees pained her,NP,NP,#,*,sentient,#,Experienced,EXPR,
paint,#,1,#,#,Kim painted the wall red/Kim painted the wall with red paint,NP,NP,Adj,physobj,physobj,#,AGNT,THME,
paint,#,1,#,#,Kim painted the wall red/Kim painted the wall with red paint,NP,NP,PP(with),physobj,physobj,subst,AGNT,THME,INST
paint,#,1,#,#,Kim painted the wall red/Kim painted the wall with red paint,NP,NP,#,physobj,physobj,#,AGNT,THME,
paint,#,2,#,#,Kim painted a portrait,NP,NP,#,sentient,*,#,AGNT,RSLT,
paint,#,3,#,#,Kim painted her name on the cover,NP,NP,PP(with),sentient,physobj,image,AGNT,PTNT,RSLT
paint,#,3,#,#,Kim painted her name on the cover,NP,NP,PP(on),sentient,image,location,AGNT,RSLT,LOC
paint,#,3,#,#,Kim painted her name on the cover,NP,NP,#,sentient,image,#,AGNT,RSLT,
paint,#,3,#,#,Kim painted her name on the cover,NP,#,#,sentient,#,#,AGNT,#,
paint,#,3,#,#,Kim painted her name on the cover,NP,NP,#,sentient,physobj,#,AGNT,PTNT,
paint,#,4,#,#,Kim painted the wood with varnish,NP,NP,#,sentient,physobj,#,AGNT,PTNT,
paint,#,4,#,#,Kim painted the wood with varnish,NP,NP,PP(with),sentient,physobj,subst,AGNT,PTNT,MATR
pair,1 3,2,#,sense 1 and 3 excluded as phrasal - pair off,Kim paired the red sock with the blue sock,NP,NP,#,sentient,collective,#,AGNT,FORM,
pair,1 3,2,#,sense 1 and 3 excluded as phrasal - pair off,Kim paired the red sock with the blue sock,NP,NP,PP(with),sentient,*,*,AGNT,FORM,FORM
pale,#,1,#,#,The sunlight paled the colors/The colors paled,NP,NP,#,*,*,#,EFNT,PTNT,
pale,#,1,#,#,The winter paled Kim's complexion/Kim's complexion paled,NP,NP,#,*,physobj,#,EFNT,PTNT,
pale,#,1,#,#,The sunlight paled the colors/The colors paled,NP,#,#,*,#,#,PTNT,#,
pale,#,1,#,#,The winter paled Kim's complexion/Kim's complexion paled,NP,#,#,physobj,#,#,PTNT,#,
panel,#,1,#,2 excluded as odd  AmEng?,Kim panelled the hallway,NP,NP,#,sentient,physobj,#,AGNT,PTNT,
panic,#, 1 2 3,#,#, The news panicked Kim / Kim panicked,NP,#,#,sentient,#,#,EXPR,#,
panic,#, 1 2 3,#,#, The news panicked Kim / Kim panicked,NP,NP,#,*,sentient,#,Experienced,EXPR,
paper,#,1,#,#,Kim papered the bathroom,NP,NP,#,sentient,physobj,#,AGNT,PTNT,
park,#,1 2,#,#,Kim parked her car in the parking lot,NP,NP,PP,sentient,physobj,location,AGNT,THME,LOC
part,3,1 2,#,sense 3 excluded as archaic,Kim parted with Mary/Kim and Mary parted,NP,#,#,sentient,#,#,AGNT,#,
part,3,1 2,#,sense 3 excluded as archaic,Kim parted with Mary/Kim and Mary parted,NP,PP(with),#,sentient,sentient,#,AGNT,Addressee,
part,3,4 5,#,#,Kim parted the two halves/The two halves parted,NP,NP,#,physobj,physobj,#,AGNT,PTNT,
part,3,4 5,#,#,Kim parted the two halves/The two halves parted,NP,NP,PP(from),physobj,physobj,physobj,AGNT,PTNT,PTNT
participate,#,1 2,#,#,Kim participated (in the debate),NP,PP(in),#,sentient,action,#,AGNT,THME,
participate,#,1 2,#,#,Kim participated (in the debate),NP,#,#,sentient,#,#,AGNT,#,
partition,#,1 2,#,#,Kim partitioned one office from the other,NP,NP,PP(from),sentient,physobj,physobj,AGNT,THME,THME
partition,#,1 2,#,#,Kim partitioned one office from the other,NP,NP,#,sentient,physobj,#,AGNT,THME,
partner,1,2,#,sense 1 = obscure,Kim partnered Mary,NP,NP,#,sentient,sentient,#,AGNT,PTNT,
pass,12 14 15 16 17 19 24 25,1 3 6 11,#,senses 12 14 15 16 17 19 24 25 excluded as obscure or phrasal,The procession passed along the road/The procession passed city hall,NP,PP,#,physobj,location,#,THME,PATH,
pass,12 14 15 16 17 19 24 25,1 3 6 11,#,senses 12 14 15 16 17 19 24 25 excluded as obscure or phrasal,The procession passed along the road/The procession passed city hall,NP,#,#,physobj,#,#,THME,#,
pass,12 14 15 16 17 19 24 25,1 3 6 11,#,senses 12 14 15 16 17 19 24 25 excluded as obscure or phrasal,The procession passed along the road/The procession passed city hall,NP,NP,#,physobj,physobj,#,EFNT,THME,
pass,12 14 15 16 17 19 24 25,13 22,#,#,The defense passed the ball to the coach,NP,NP,PP,sentient,physobj,location,AGNT,THME,Goal
pass,12 14 15 16 17 19 24 25,13 22,#,#,The defense passed the ball to the coach,NP,NP,PP,sentient,physobj,location,AGNT,THME,Path
pass,12 14 15 16 17 19 24 25,13 22,#,#,The defense passed the ball to the coach,NP,NP,PP,sentient,physobj,sentient,AGNT,THME,RCPT
pass,12 14 15 16 17 19 24 25,13 22,#,#,The defense passed the ball to the coach,NP,NP,#,sentient,physobj,#,AGNT,THME,
pass,12 14 15 16 17 19 24 25,2 23,#,#,The company passed a resolution,NP,NP,#,sentient,abstract,#,AGNT,THME,
pass,12 14 15 16 17 19 24 25,4 7 10,#,#,A month passed,NP,#,#,*,#,#,EFNT,#,
pass,12 14 15 16 17 19 24 25,5 9 21,#,#,Kim passed the message to Mary/Kim passed Mary the message,NP,NP,NP,sentient,sentient,*,AGNT,RCPT,THME
pass,12 14 15 16 17 19 24 25,5 9 21,#,#,Kim passed the message to Mary/Kim passed Mary the message,NP,NP,PP(to),sentient,*,sentient,AGNT,THME,RCPT
pass,12 14 15 16 17 19 24 25,8 18 20,#,#,Kim passed (the test),NP,#,#,sentient,#,#,AGNT,#,
pass,12 14 15 16 17 19 24 25,8 18 20,#,#,Kim passed (the test),NP,NP,#,sentient,abstract,#,AGNT,THME,
paste,2,1,#,sense 2 excluded as rare and colloquial,Kim pasted the poster to the wall,NP,NP,PP(to),sentient,physobj,location,AGNT,THME,LOC
paste,2,1,#,sense 2 excluded as rare and colloquial,Kim pasted the poster to the wall,NP,NP,Adj,sentient,physobj,*,AGNT,THME,RSLT
paste,2,1,#,sense 2 excluded as rare and colloquial,Kim pasted the poster to the wall,NP,NPcoll,#,sentient,physobj,#,AGNT,THME,
paste,2,3,#,#,Kim pasted glue on the wall/Kim pasted the wall with glue,NP,NP,#,sentient,location,#,AGNT,LOC,
paste,2,3,#,#,Kim pasted glue on the wall/Kim pasted the wall with glue,NP,NP,PP(with),animate,location,*,EFNT,LOC,THME
paste,2,3,#,#,Kim pasted glue on the wall/Kim pasted the wall with glue,NP,NP,PP,sentient,physobj,location,AGNT,THME,LOC
paste,2,3,#,#,Kim pasted glue on the wall/Kim pasted the wall with glue,NP,NP,#,animate,location,#,EFNT,LOC,
patch,#,1 3 4,#,2 excluded as phrasal - patch together,Kim patched her jeans,NP,NP,#,sentient,physobj,#,AGNT,PTNT,
patrol,#,1,#,#,The police patrolled the area for muggers,NP,NP,PP(for),sentient,location,physobj,AGNT,LOC,THME
pay,#,1 3,2 6,#,Kim payed $10 to the porter/Kim payed her respects to the doorman,NP,NP,NP,sentient,sentient,abstract,AGNT,RCPT,THME
pay,#,1 3,2 6,#,Kim payed $10 to the porter/Kim payed her respects to the doorman,NP,NP,PP(to),sentient,abstract,sentient,AGNT,THME,RCPT
pay,#,1 3,2 6,#,Kim payed $10 to the porter/Kim payed her respects to the doorman,NP,NP,NP,sentient,sentient,*,AGNT,RCPT,THME
pay,#,1 3,2 6,#,Kim payed $10 to the porter/Kim payed her respects to the doorman,NP,NP,PP(to),sentient,*,sentient,AGNT,THME,RCPT
pay,#,1 3,2 6,#,Kim payed $10 to the porter/Kim payed her respects to the doorman,NP,#,#,sentient,#,#,AGNT,#,
peer,#,1,#,#,Kim peered over the wall,NP,PP,#,animate,physobj,#,EFNT,PATH,
peg,1 2,3,#,senses 1 and 2 excluded as obscure,Kim pegged the washing to the line,NP,NP,Adj,sentient,physobj,*,AGNT,THME,RSLT
peg,1 2,3,#,senses 1 and 2 excluded as obscure,Kim pegged the washing to the line,NP,NPcoll,#,sentient,physobj,#,AGNT,THME,
peg,1 2,3,#,senses 1 and 2 excluded as obscure,Kim pegged the washing to the line,NP,NP,PP(to),sentient,physobj,location,AGNT,THME,LOC
pen,#,1,#,#,Kim penned a letter to Mary,NP,NP,PP,sentient,physobj,location,AGNT,THME,LOC
pen,#,1,#,#,Kim penned a letter to Mary,NP,NP,#,sentient,physobj,#,AGNT,THME,
pen,#,1,#,#,Kim penned a letter to Mary,NP,NP,PP,sentient,physobj,sentient,AGNT,THME,RCPT
pen,#,1,#,#,Kim penned a letter to Mary,NP,NP,PP,sentient,physobj,subst,AGNT,THME,MATR
pen,#,NIWN1,#,#,The farmer penned the cattle,NP,NP,#,sentient,physobj,#,AGNT,THME,
pencil,#,1,#,#,Kim pencilled her name on the wall,NP,NP,#,sentient,image,#,AGNT,FORM,
pencil,#,1,#,#,Kim pencilled her name on the wall,NP,NP,PP(on),sentient,image,location,AGNT,FORM,LOC
pencil,#,1,#,#,Kim pencilled her name on the wall,NP,PP(on),#,sentient,location,#,AGNT,LOC,
pepper,#,1,#,#,Kim peppered the casserole,NP,NP,#,sentient,physobj,#,AGNT,PTNT,
pepper,#,2,#,#,The soldiers peppered the building with bullets/Bullets peppered the building,NP,NP,#,*,location,#,THME,LOC,
pepper,#,2,#,#,The soldiers peppered the building with bullets/Bullets peppered the building,NP,NP,PP(with),animate,location,*,EFNT,LOC,THME
perceive,#,1,#,#,Kim perceived Mary,NP,NP,#,sentient,*,#,EXPR,Experienced,
perfect,#,1 2,#,#,Kim perfected her skills,NP,NP,#,*,*,#,EFNT,PTNT,
perforate,#,1,#,#,Kim perforated the bubble with a pin,NP,Adv,#,physobj,#,#,PTNT,#,
perforate,#,1,#,#,Kim perforated the bubble with a pin,NP,NP,PP(with),*,physobj,physobj,EFNT,PTNT,INST
perforate,#,1,#,#,Kim perforated the bubble with a pin,NP,NP,#,*,physobj,#,EFNT,PTNT,
perforate,#,1,#,#,Kim perforated the bubble with a pin,NP,Adv,#,physobj,#,#,INST,#,
perforate,#,1,#,#,Kim perforated the bubble with a pin,NP,NP,#,physobj,physobj,#,INST,PTNT,
perform,#,1 2 3 4,#,#,Kim performed a miracle,NP,NP,#,sentient,*,#,AGNT,RSLT,
permit,#,1 2,#,#,Kim permitted Mary to drive her car,NP,NP,#,sentient,*,#,AGNT,RSLT,
permit,#,1 2,#,#,Kim permitted Mary to drive her car,NP,NP,VPinf,sentient,sentient,action,AGNT,PTNT,THME
persist,#,1 3,#,#,The situation persisted in the city,NP,PP,#,*,location,#,EFNT,LOC,
persist,#,2,#,#,Kim persisted,NP,#,#,sentient,#,#,AGNT,#,
pester,#,1,#,#,Kim's neighbors pestered her,NP,NP,#,*,sentient,#,Experienced,EXPR,
phone,#,1,#,Please see class note  I suspect phone is an exception to this class  But may be Am Eng? Please advise ,Kim phoned John/ Kim phoned to tell John the news,NP,NP,NP,sentient,sentient,info,AGNT,Addressee,Said
phone,#,1,#,Please see class note  I suspect phone is an exception to this class  But may be Am Eng? Please advise ,Kim phoned John/ Kim phoned to tell John the news,NP,NP,#,sentient,sentient,#,AGNT,Addressee,
phone,#,1,#,Please see class note  I suspect phone is an exception to this class  But may be Am Eng? Please advise ,Kim phoned John/ Kim phoned to tell John the news,NP,Scomp,#,sentient,info,#,AGNT,Said,
phone,#,1,#,Please see class note  I suspect phone is an exception to this class  But may be Am Eng? Please advise ,Kim phoned John/ Kim phoned to tell John the news,NP,NP,PP(to),sentient,info,sentient,AGNT,Said,Addressee
phone,#,1,#,Please see class note  I suspect phone is an exception to this class  But may be Am Eng? Please advise ,Kim phoned John/ Kim phoned to tell John the news,NP,#,#,sentient,#,#,AGNT,#,
phone,#,1,#,Please see class note  I suspect phone is an exception to this class  But may be Am Eng? Please advise ,Kim phoned John/ Kim phoned to tell John the news,NP,NP,#,sentient,info,#,AGNT,said,
phone,#,1,#,Please see class note  I suspect phone is an exception to this class  But may be Am Eng? Please advise ,Kim phoned John/ Kim phoned to tell John the news,NP,VPinf,#,sentient,*,#,AGNT,RSLT,
photograph,#,1 2,#,#,Kim photographed the children/Children photograph well,NP,NP,#,sentient,physobj,#,AGNT,RSLT,
photograph,#,1 2,#,#,Kim photographed the children/Children photograph well,NP,Adv,#,physobj,#,#,PTNT,#,
phrase,#,1,#,#,Kim phrased her explanation carefully,NP,NP,Adv,sentient,info,#,AGNT,Said,
pick,#,1 2,#,senses 3 5 6 7 8 excluded as phrasal or rare,Kim picked the blue one,NP,NP,#,sentient,*,#,AGNT,PTNT,
pick,#,4 10,#,#,Kim picked fluff from her skirt,NP,NP,PP(from),*,*,location,EFNT,THME,LOC
pick,#,9,#,#,Kim picked at her lunch,NP,NP,#,animate,physobj,#,AGNT,PTNT,
pick,#,9,#,#,Kim picked at her lunch,NP,PP(at),#,animate,physobj,#,AGNT,PTNT,
picnic,#,1,#,#,Kim picnicked on berries,NP,PP(on),#,sentient,food,#,AGNT,PTNT,
picnic,#,1,#,#,Kim picnicked on berries,NP,#,#,sentient,#,#,AGNT,#,
picture,#,1,2,#,Kim pictured the scene as a happy one,NP,NP,VPinf,sentient,*,*,AGNT,RCPT,THME
picture,#,1,2,#,Kim pictured the scene as a happy one,NP,NP,PP(as),sentient,*,*,AGNT,RCPT,THME
pile,#,1,2,#,Kim piles the books on the desk/Kim piled the desk with books,NP,NP,#,animate,location,#,EFNT,LOC,
pile,#,1,2,#,Kim piles the books on the desk/Kim piled the desk with books,NP,NP,PP,sentient,physobj,location,AGNT,THME,LOC
